sn,Category,Sub-Category,Brand,Suvidhaa SKU,Product Title,Product Description,Product Image Link,Points
4,Kitchen Appliances,Pressure Cooker,LIFELONG,SIL-1098,Aluminium Pressure Cooker 3 ltr,Aluminium Pressure Cooker 3 ltr,SIL-1098.jpg,1600
5,Kitchen Appliances,Oven Toaster Griller ,BAJAJ,SIL-2044,Morphy Richards,"Bajaj Morphy Richards OFR Room Heater, 09 Fin 2000 Watts Oil Filled Room Heater , ISI Approved (OFR 9 Grey)",SIL-2044.jpg,TBD
10,Home Appliance,Gas Stove,SINGER,SIL-1687,Glass Gas Stove Maxiflare,Glass Gas Stove Maxiflare,SIL-1687.jpg,TBD
11,Kitchen Appliances,Casserole,WONDERCHEF,SIL-1688,Granite Die Cast Casserole Set ,"Granite Die-cast Non-stick Casserole Set, 6Pc (1150ML, 2000ML, 4500ML) With Lids, Induction Bottom, Soft Touch Handles, Pure Grade Aluminium, PFOA/Heavy Metal Free, 2 Years Warranty, Red",SIL-1688.jpg,TBD
25,Home Appliance,Steam Iron,LIFELONG,SIL-1884,Steam Iron ,Lifelong (LLSI01) Steam Iron Blue,SIL-1884.jpg,TBD
27,Home Appliance,Egg Boiler,LIFELONG,SIL-1891,Egg Boiler,"Lifelong Egg Boiler 360-Watt (Transparent and Silver Grey), Boil 7 eggs | Easy to clean| 3 Boiling Modes, Stainless Steel Body and Heating Plate, Automatic Turn-Off (1 Year Warranty)",SIL-1891.jpg,TBD
28,Kitchen Appliances,Kettle,LIFELONG,SIL-1892,1.8 Electric Kettle ,LifeLong EK02 1.8 Litre Electric Kettle (Black),SIL-1892.jpg,TBD
29,Home Appliance,Celling Fan,LIFELONG,SIL-1903,1200mm Ceiling Fan ,"Lifelong LLCF112 1200 mm 3 Blade Ceiling Fan  (White, Pack of 1)",SIL-1903.jpg,TBD
30,Health Care,Fitness,LIFELONG,SIL-1909,"Fit pro Spin Fitness Bike with Flywheel, Adjustable, Resistance, LCD Monitor and Heart Rate Sensor","Lifelong LLF45 Fit Pro Spin Fitness Bike with 6Kg Flywheel, Adjustable Resistance, LCD Monitor and Heart Rate Sensor for Fitness at Home; Home Workouts (1 Year Warranty, Max Weight: 120 kg)",SIL-1909.jpg,TBD
31,Home Appliance,Gas Stove,LIFELONG,SIL-1910,Stainless Steel 2 Burner Gas Stove,"Lifelong LLGS199 Stainless Steel 2 Burner Gas Stove, ISI Certified, Manual Ignition, Silver (1 Year Door-step Warranty)",SIL-1910.jpg,TBD
32,Home Appliance,Hand Mixer,LIFELONG,SIL-1918,150w Regalia Hand Mixer for mixing cake batters,"Lifelong LLHM01 150 W Regalia Hand Mixer For Mixing Cake Batters, Atta |2 Beaters & 2 Dough Attachments | Black (1 Year Warranty)",SIL-1918.jpg,TBD
34,Home Appliance,Room Heater,LIFELONG,SIL-1933,800 W Quartz Room Heater With 2 Power Setting,Lifelong LLQH923 Infinia 800 W (ISI Certified) Quartz Room Heater with 2 Power Settings (400W-800W)| 2 Rod Room Heater,SIL-1933.jpg,TBD
35,Health Care,Weighing Scale ,LIFELONG,SIL-1934,Digital Weighing Scale,Lifelong LLWS18 Digital Weighing Scale|Glass Weighing Scale Machine|Electronic Bathroom Scales & Weight Machine for Home & Human Balance with 2 Years warranty & Battery included (Black),SIL-1934.jpg,TBD
37,Home Appliance,Dry Iron,LIFELONG,SIL-1941,Stellar Dry Iron 1000W,Lifelong Stellar Dry Iron 1000W,SIL-1941.jpg,TBD
38,Home Appliance,Toothbursh,LIFELONG,SIL-2369,Ultra Care Battery Operated Toothbrush,Lifelong Ultra Care Battery Operated Toothbrush,SIL-2369.jpg,TBD
39,Kitchen Appliances,Nutriblend,WONDERCHEF,SIL-2075,Nutriblend,"Nutri-blend, 400W, 22000 RPM Mixer-Grinder, Blender, SS Blades, 3 Unbreakable Jars, 2 Years Warranty, Black, Online Recipe Book By Chef Sanjeev Kapoor",SIL-2075.jpg,TBD
66,Home Appliance,Television,PANASONIC,SIL-2118,LED Smart TV,Panasonic 80 cm (32 inch) HD Ready LED Smart TV  (TH-32LS550DX),SIL-2118.jpg,TBD
100,Home Appliance,Vaccum Cleaner,SINGER,SIL-2307,Vaccum Cleaner ,"Singer E Clean 1200 Watts Vacuum Cleaner for Home with Blower Function, Comes with Washable/Replaceable 2 L Cloth Dust Bag - Black/Red",SIL-2307.jpg,TBD
101,Kitchen Appliances,Food Processor,SINGER,SIL-2308,Food Processor Supreme,"Singer Foodista Supreme Food Processor 1000watts Copper Motor with Blender Jar, Grinding Jar, Chutney Jar, Centrifugal & Citrus Juicer, 11 Attachment / 12 Functions",SIL-2308.jpg,TBD
103,Kitchen Appliances,Oven Toaster Griller ,SINGER,SIL-2076,OTG,"Singer Oven Toaster Griller (OTG) - 40 Litres, Black - with Rotisserie,Auto-shut off, heat-resistant tempered glass, Multi-stage heat selection",SIL-2076.jpg,TBD
114,Home Appliance,Water heater,Haier,SIL-1693,"10 Ltrs,Storage, Vertical Water Heater","Haier 10 L Storage Water Geyser (ES10V-VL, White)",SIL-1693.jpg,TBD
125,Home Appliance,Water heater,Haier,SIL-1707,"3 Ltrs,Instant  Water Heater",Haier ES3V-C1 3-Litre Water Heater (White/Blue),SIL-1707.jpg,TBD
128,Home Appliance,Room Humidifier,Amour,SIL-1103,ESSENTIALOIL4,"Amour 4 Piece Essential Oil Set, Top Essential Oils For Aromatherapy Diffuser With Gift Packing",SIL-1103.jpg,TBD
129,Kitchen Appliances,Spatula,Amour,SIL-1104,5COPPERSPATULA,"Amour 5 Piece Non-Stick Silicone Cooking Utensils Set, High Heat Resistant to 480�F, Hygienic One Piece Design, BPA Free-Turner, Slotted Spoon, Whisk and Spoon with Stand ",SIL-1104.jpg,TBD
130,Kitchen Appliances,Kitchen Utility,Amour,SIL-1105,6KNIFEMAROON,"Amour 6 Piece Ceramic Knives Set, Kitchen Chef's Knife and Peeler with Attractive Stand, Super Sharp ",SIL-1105.jpg,TBD
131,Kitchen Appliances,Kitchen Utility,Amour,SIL-1106,2KNIFEPURPLE,Amour Advanced Ceramic Revolution Series 4 & 5 inch Paring Knife Set with Gift Case ,SIL-1106.jpg,TBD
132,Personal Care,Pet Hair Remover Brush,Amour,SIL-1107,PETBRUSH,Amour Animal Cleaning Hair Remover Brush,SIL-1107.jpg,TBD
133,Kitchen Appliances,Kitchen Utility,Amour,SIL-1108,KNIFEMAROON,"Amour Ceramic Knife Set, 3 Pieces Professional Chef Knives, Ceramic Knives Set ",SIL-1108.jpg,TBD
134,Kitchen Appliances,Ice maker,Amour,SIL-1109,ICESILVER,Amour Cold Drink & Whiskey Ice Stones 8 Pcs Stainless Steel Ice Cubes Reusable Gift Set With Tong,SIL-1109.jpg,TBD
135,Kitchen Appliances,Induction Cooktop,Amour,SIL-1110,5COOKWARESET,Amour Deluxe Stainless Steel Gas Compatible Induction Friendly Casserole Set Cookware Set with Lid 5-Pieces Chrome,SIL-1110.jpg,TBD
136,Kitchen Appliances,Kitchen Utility,Amour,SIL-1111,CHOPPINGBOARD,"Amour Double-sided Stainless Steel Extra Large Cutting Board For Kitchen,  Easy-grip Handles",SIL-1111.jpg,TBD
137,Health care,Facial Steamer,Amour,SIL-1112,AMOURNANOSTEAMER,Amour Nano Steamer Professional Hot & Cold 4-in-1 Nano Ionic Aromatherapy Facial Steamer for Spas - Humidifier - Unclogs Pores - Blackheads - Spa Quality,SIL-1112.jpg,TBD
138,Mobile Accessories,Phone holder,Amour,SIL-1113,TISSUEBOXMINTGREEN,"Amour Phone Holder with Tissue Box, TV Shaped Tissue and Smartphone Holder, Versatile ",SIL-1113.jpg,TBD
139,Kitchen Appliances,Ice maker,Amour,SIL-1114,ICEMAKER,"Amour POP Ice Maker - Innovative Cube Tray Mold - Ice Maker, Storage Container, Dispenser - Ultra-Portable, Insulated to Limit Melting, Non-BPA - Makes 18 Large Frozen Cubes -",SIL-1114.jpg,TBD
140,Home Appliance,Blender,Amour,SIL-1115,BLENDERBLUE,"Amour Portable Blender, Smoothie Juicer Cup - Six Blades in 3D, 13oz Fruit Mixing Machine with 1500mAh USB Rechargeable Batteries, Detachable Cup ",SIL-1115.jpg,TBD
141,Home Appliance,Utensil set,Amour,SIL-1116,5SPATULAPINK,Amour Set Of Five Pink And Rose Gold Silicone Mini Kitchen Utensil Set,SIL-1116.jpg,TBD
142,Home Appliance,Toddler Plate,Amour,SIL-1117,GRIPDISHBLUE,"Amour Silicone Grip Self Feeding Dish, Suction Plate, Baby Toddler Plate",SIL-1117.jpg,TBD
143,Kitchen Appliances,spatula,Amour,SIL-1118,SPATULAPURPLE,"Amour Silicone Kitchen Utensils Set, (9 Piece with Holder) Silicon Cooking Kitchen Utensils Set - BPA Free,Non-Stick Silicone Heat Resistant for Cooking and Baking ",SIL-1118.jpg,TBD
144,Home Appliance,Scraper spoon,Amour,SIL-1119,SCRAPERSPOON,"Amour Silicone Spatula Scraper Spoon for Heat Resistant Better Cooking, Baking, Spreading & Mixing Ideal or Mom Kitchen Gadget Cake Accessory for Good Grip Home Utensil Set of 2 ",SIL-1119.jpg,TBD
145,Kitchen Appliances,Spatula,Amour,SIL-1120,SPATULA9,"Amour Silicone Spatula Set, 9 Pieces Heat Resistant Rubber Spatulas Kitchen Utensils for Nonstick Cookware Baking Cooking Mixing, Seamless & Flexible, Vibrant Colored & Dishwasher Safe ",SIL-1120.jpg,TBD
146,Kitchen Appliances,spatula,Amour,SIL-1121,5SPATULAGREEN,"Amour Translucent Silicone Cooking Baking Serving Utensils Spatula Set for Nonstick Cookware, 5 Piece ",SIL-1121.jpg,TBD
147,Home Appliance,Utensil set,Amour,SIL-1122,9UTENSILSET,"Amour Ultra Premium Silicon Kitchen Utensil 9 Piece Set, Silicone Cooking Utensil Set, Kitchen Gadgets Cookware Set, Best Gift - Kitchen Tool Set ",SIL-1122.jpg,TBD
149,Kitchen Appliances,Kitchen Utility,iLife,SIL-1786,spatula tongue set,"iLife 2 in 1 Non-Stick Silicone Kitchen Spatula Tong- 2 Pack (1 Large 1 Small). Multi-Purpose Food Cooking & Serving Utensil with Heavy Duty Stainless Steel Frame. Heat Resistant, BPA Free (Red)",SIL-1786.jpg,TBD
150,Kitchen Appliances,Soap Dispenser for Kitchen,iLife,SIL-1787,iLife kitchen cleaner,"iLife 3-in-1 Heavy Duty Scrub Brush with Soap Dispenser for Kitchen, Walls, Shower, Tile, Pot, Sink and Dish Washing, for Bathroom Bathtub and Swimming Pool Cleaning",SIL-1787.jpg,TBD
151,Mobile Accessories,Car Charger ,iLife,SIL-1788,ilife car charger,"iLife 4 Port USB Car Charger, iLife Quick Charge 3.0 36W Power Drive 4 for iPhone X / 8/8 Plus/iPad Pro/ Air2 / Mini 4 / Samsung Galaxy Note 8 / S8 / Huawei/LG Nexus/HTC and More (Black)",SIL-1788.jpg,TBD
152,Kitchen Appliances,Cookware set,iLife,SIL-1789,4P-KHIS-AIKI,iLife 7 PCS Stainless Steel Cooking Utensil Set Utility Kitchen Utensils Cookware Set With Storage Stand Rack for Home,SIL-1789.jpg,TBD
153,Kitchen Appliances,Kitchen Utility,iLife,SIL-1790,8U-FLIN-VLXP,iLife Advanced Ceramic Revolution Series 4 & 5 inch Paring Knife Set with Gift Case,SIL-1790.jpg,TBD
154,Home Appliance,Air Purifier,iLife,SIL-1791,iLife plant air purifier,"iLife Air Purifier | HEPA Home, Removes Smoke, Mini Allergens, No Filter Needed",SIL-1791.jpg,TBD
155,Kitchen Appliances,Kitchen Utility,iLife,SIL-1792,Barbecue Tools Set,"iLife BBQ Tools Set, Stainless Steel Barbecue Accessories with Storage Bags, Complete Outdoor Barbecue Grill Utensils Set, for Outdoor Picnic, Camping, Grilling (3 Pieces)",SIL-1792.jpg,TBD
156,Kitchen Appliances,Kitchen Utility,iLife,SIL-1793,iLifeanu017,"iLife Ceramic Kitchen Knife Set, 5-Piece Kitchen Cutlery Block Knife Sets with Fruit Peeler & an Acrylic Stand (Multi Color)",SIL-1793.jpg,TBD
157,Kitchen Appliances,Kitchen Utility,iLife,SIL-1794,collander2,"iLife Collapsible Cutting Board with Colander Bigger Size 4-in-1 Multi-function Foldable Kitchen Plastic Silicone Dish Tub Drainers, Sink Storage Washing Draining Basket (Grey)",SIL-1794.jpg,TBD
158,Home Appliance,Trolley Bag,iLife,SIL-1795,6S-MDCF-KVLY,iLife Collapsible Trolley Bags Folding Shopping Bag with Wheels Foldable Shopping Cart Reusable Shopping Bags Grocery Bags Shopping Trolley Bag on Wheels (Green),SIL-1795.jpg,TBD
159,Home Appliance,Safety Lock,iLife,SIL-1796,biometric,"iLife Fingerprint TSA Painted Padlock, Smart Biometric Lock, Metal Waterproof Portable Security Lock for Gym, Door, Backpack, Luggage Suitcase, Bike, Office, keyless; Gold",SIL-1796.jpg,TBD
160,Kitchen Appliances,Kitchen Utility,iLife,SIL-1797,rose gold tongs set,"iLife Kitchen Tongs Rose Gold Coating Steel Non-Stick BBQ Tongs with Heat Resistant Premium Silicone Tips for Barbecue, Cooking, Grilling, Turner, Salad, Serving & Frying 2 Pack(9 Inch+12 Inch) Red",SIL-1797.jpg,TBD
162,Home Appliance,Rat Rodent,iLife,SIL-1799,ilife ZF-818,iLife Metal Black Body Car and Home Rat Rodent Ultrasonic Electronic Vehicle Chases Rat Rodent Mice Mouse Repellent (12V),SIL-1799.jpg,TBD
163,Kitchen Appliances,Dishwasher,iLife,SIL-1800,cleaninggloves 4,iLife Scrub Glove 240 grams Thick Multi-use Latex free Silicon scrubber gloves for Dishwashing Pet grooming car cleaning and heat resistance kitchen gloves 1 Pair,SIL-1800.jpg,TBD
164,Mobile Accessories,Selfie stick,iLife,SIL-1801,CY-CJZG-T7VN,iLife Selfie 360� Rotation Auto Face Object Tracking Smart Vlog Shooting Camera Phone Mount Holder for Self Video Maker Tripod Compatible with Any Smartphones (Black),SIL-1801.jpg,TBD
165,Kitchen Appliances,Spatula,iLife,SIL-1802,2SPATULAPINK,"iLife Silicone Biggest Size Spatulas Heat Resistant Flexible Spatula 450F with Stainless Steel Core - FDA Grade Premium Kitchen Utensils with Good Grip 27 cm,1 x Spatula and 1 x Baking Brush (Pink)",SIL-1802.jpg,TBD
166,Kitchen Appliances,Spatula,iLife,SIL-1803,Spatula-4 pice,"iLife Silicone Spatula 3 pieces Set with Basting Brush | Non-Stick, Heat-Resistant, and Food-Grade Safe | All-Purpose Cooking and Food Preparation Utensils (Red)",SIL-1803.jpg,TBD
167,Kitchen Appliances,Kitchen Utility,iLife,SIL-1804,ilife_6in1,iLife Universal 6 in 1 Clever Smart Food Choppers Slicer Cutter with Built-in Cutting Board - Stainless Steel Kitchen Scissors Slicer for Vegetables Fruits Chopper,SIL-1804.jpg,TBD
168,Audio,Airpods,iLife,SIL-1805,bluetooth ipx7,"iLife Wireless Bluetooth V4.2 Ipx7 Waterproof Headphone with Deep Bass Sound, Charging Energy Station & Hands-Free Mic with Mini Power Bank",SIL-1805.jpg,TBD
170,Kitchen Appliances,Water bottle,Velway,SIL-2390,WATER BOTTLE BLUE,"Velway Foldable Bottle, Silicon Collapsible Bottle, BPA-Free Silicon Sports Bottle, Portable Leak Proof Bottle, 550ML Water Bottle, Outdoor Bottle, Camping Hiking Water Bottle (Blue)",SIL-2390.jpg,TBD
171,Kitchen Appliances,Kitchen Utility,Velway,SIL-2391,Collander Small,"Velway Foldable Fruit Vegetables Washing Bowl Drying Basket with Drain Holes, Silicone Storage Organizer Collapsible Strainer Colander - Small (Green Colour, Size 17 * 4 * 24 cm)",SIL-2391.jpg,TBD
172,Home Appliance,Thermal Bags,Velway,SIL-2392,Hot and Cold Bag,Velway Thermal Insulated Reusable Hot Cold Food Storage and Carry Bags,SIL-2392.jpg,TBD
173,Home Appliance,Vaccum Cleaner,Velway,SIL-2393,TI-B3BM-OQJV,Velway V8s Smart Robotic Vacuum Cleaner Wet and Dry with High Suction 3200 MAH Long Lasting Battery WiFi Connected Compatible with Alexa and Google Home Mapping Ultra Power Navigation White,SIL-2393.jpg,TBD
174,Mobile Phone,Tablets,IRA,SIL-2427,Tablet,Wishtel  IRA 801 - Wi-Fi Tablet,SIL-2427.jpg,TBD
175,Mobile Phone,Tablets,IRA,SIL-2428,Tablet,Wishtel  IRA A1 Tablet,SIL-2428.jpg,TBD
177,Mobile Phone,Tablets,IRA,SIL-2430,Tablet,Wishtel  IRA J2 Tablet,SIL-2430.jpg,TBD
178,Mobile Phone,Tablets,IRA,SIL-2431,Tablet,Wishtel  IRA MT10 Tablet,SIL-2431.jpg,TBD
179,Mobile Phone,Tablets,IRA,SIL-2432,Tablet,Wishtel  IRA T1015 Tablet,SIL-2432.jpg,TBD
181,Mobile Phone,Tablets,IRA,SIL-2434,Tablet,Wishtel  IRA T1021 Tablet,SIL-2434.jpg,TBD
182,Mobile Phone,Tablets,IRA,SIL-2435,Tablet,Wishtel  IRA T803 Tablet,SIL-2435.jpg,TBD
183,Mobile Phone,Tablets,IRA,SIL-2436,Tablet,Wishtel  IRA W8O1 Tablet,SIL-2436.jpg,TBD
184,Mobile Phone,Tablets,IRA,SIL-2437,Tablet,Wishtel  IRA W8O1i Tablet,SIL-2437.jpg,TBD
185,Kitchen Appliances,Atta & Bread Maker,KENT,SIL-1843,,KENT ATTA MAKER & BREAD MAKER (16010),SIL-1843.jpg,TBD
186,Home Appliance,Celling Fan,KENT,SIL-1844,,Kent BRISE E4,SIL-1844.jpg,TBD
188,Kitchen Appliances,Toaster,KENT,SIL-1846,,KENT CRISP POP UP TOASTER (16105),SIL-1846.jpg,TBD
190,Home Appliance,Mixer Grinder ,KENT,SIL-1848,,KENT DIGITAL POWER BLENDER & GRINDER (16027),SIL-1848.jpg,TBD
192,Kitchen Appliances,Kettle,KENT,SIL-1850,,KENT ELEGENT ELECTRIC GLASS KETTLE 1.8L ( 16052,SIL-1850.jpg,TBD
193,Kitchen Appliances,Induction Cooktop,KENT,SIL-1851,,KENT GEM INDUCTION COOKTOP KAGC1 (16058),SIL-1851.jpg,TBD
195,Home Appliance,Mixer Grinder ,KENT,SIL-1854,,KENT HAND MIXER 300W (16051),SIL-1854.jpg,TBD
196,Home Appliance,Air Fryer,KENT,SIL-1855,,KENT HOT AIR FRYER (16033),SIL-1855.jpg,TBD
206,Home Appliance,Celling Fan,KENT,SIL-1866,,Kent PRIMA A3,SIL-1866.jpg,TBD
207,Home Appliance,Mixer Grinder ,KENT,SIL-1867,,Kent Rapid Mix 550 Watt Mixer,SIL-1867.jpg,TBD
210,Home Appliance,Juicer,KENT,SIL-1870,,KENT SMART SLOW JUICER (16094),SIL-1870.jpg,TBD
212,Kitchen Appliances,Kettle,LIFELONG,SIL-1885,,LifeLong 1.5 Litre Electric Kettle (Black),SIL-1885.jpg,TBD
213,Home Appliance,Room Humidifier,LIFELONG,SIL-1886,,"Lifelong 3.5 Litre Top Fill Room Humidifier for Home, Bedroom and Office with Essential Aroma Oil Diffuser and 7 colors mood light",SIL-1886.jpg,TBD
215,Kitchen Appliances,Atta & Bread Maker,LIFELONG,SIL-1889,,Lifelong Atta and Bread Maker for Home and kitchen I 550 Watt Fully Automatic Machine I 19 Pre-Set Menu with Adjustable Crust Control I LCD Display I Make Bread at Home (1 Year Warranty),SIL-1889.jpg,TBD
217,Health Care,Fitness,LIFELONG,SIL-1893,,"Lifelong FitPro LLTM09 (2.5 HP Peak) Motorized Treadmill for Home with 12 preset Workouts, Max Speed 10km/hr. (Free Installation Assistance)",SIL-1893.jpg,TBD
218,Home Appliance,Water heater,LIFELONG,SIL-1894,,"Lifelong Flash 3 Litres Instant Water Heater (3000 Watts, ISI Certified, 2 Years Warranty)",SIL-1894.jpg,TBD
219,Health care,Massager ,LIFELONG,SIL-1895,,"Lifelong Foot Spa and Massager with Automatic Rollers, Digital Panel, Bubble Bath & Water Heating Technology for Pedicure, Pain relief & Foot Care",SIL-1895.jpg,TBD
220,Health care,Massager ,LIFELONG,SIL-1896,,Lifelong full body massager ,SIL-1896.jpg,TBD
221,Health care,Massager ,LIFELONG,SIL-1897,,Lifelong Gun Massager Deep Tissue Body Massage Machine For Pain Relief | 6 Specialized Heads | Massager Machine For Full Body,SIL-1897.jpg,TBD
222,Kitchen Appliances,Air Fryer,LIFELONG,SIL-1898,,Lifelong HealthyFry Pro 4.2L Digital Air Fryer,SIL-1898.jpg,TBD
223,Health Care,Fitness,LIFELONG,SIL-1900,,"Lifelong LLBC2001 Tribe 20T Cycle (Yellow and Black) I Ideal for: Kids (5-8 Years) I Frame Size: 12"" | Ideal Height : 3 ft 10 inch+ I Unisex Cycle| 85% Assembled (Easy self-Assembly)",SIL-1900.jpg,TBD
225,Health Care,Fitness,LIFELONG,SIL-1904,,"Lifelong LLEB101 Air Bike, Stationary Handle for Cardio Training, Weight Loss and Workout at Home (6 Month Warranty, Free Home Installation, Black)",SIL-1904.jpg,TBD
226,Health Care,Fitness,LIFELONG,SIL-1905,,"Lifelong LLEB102 Air Bike Exercise Machine with Stationary Handle and Back Support with Max User Weight 100Kg, Workout at Home (Free Home Installation, 6 Months Warranty, Black)",SIL-1905.jpg,TBD
227,Health Care,Fitness,LIFELONG,SIL-1906,,"Lifelong LLEB103 AirBike with Moving Handle, Exercise Machine with Moving Handles for Cardio Training, Weight Loss and Workout at Home (Free Home Installation)",SIL-1906.jpg,TBD
228,Health Care,Fitness,LIFELONG,SIL-1907,,"Lifelong LLEB104 AirBike with Moving Handle and Back Support, Max User Weight 100kg, Fitness Bike for Workout at Home (Free Home Installlation, 6 Months Warranty, Black)",SIL-1907.jpg,TBD
229,Health Care,Fitness,LIFELONG,SIL-1908,,"Lifelong LLF45 Fit Pro Spin Fitness Bike with 6Kg Flywheel, Adjustable Resistance, LCD Monitor and Heart Rate Sensor for Fitness at Home; Home Workouts (1 Year Warranty)",SIL-1908.jpg,TBD
230,Kitchen Appliances,Gas Stove,LIFELONG,SIL-1911,,Lifelong LLGS27 4 Burner Glass Top Gas Stove,SIL-1911.jpg,TBD
231,Kitchen Appliances,Gas Stove,LIFELONG,SIL-1912,,"Lifelong LLGS303 Auto Ignition, High Efficiency 3 Burner Gas Stove with Toughened Glass Top, ISI Certified, Automatic Ignition, For LPG Use Only (1 Year Warranty, Doorstep Service, Black)",SIL-1912.jpg,TBD
232,Kitchen Appliances,Gas Stove,LIFELONG,SIL-1913,,"Lifelong LLGS82 2 Burner Glass Manual Gas Stove; ISI Certified, Door step service",SIL-1913.jpg,TBD
233,Kitchen Appliances,Gas Stove,LIFELONG,SIL-1914,,Lifelong LLGS930 Glass Top 3 Burner Manual Gas Stove ,SIL-1914.jpg,TBD
234,Home Appliance,Blender,LIFELONG,SIL-1915,,"Lifelong LLHBZ03 Regalia Plus 300W Hand Blender Machine for Kitchen with Whisker, Chopping Attachment & Multipurpose Jar|Stainless Steel Blade & Detachable Shaft|1 Year Warranty (ISI Certified, White)",SIL-1915.jpg,TBD
235,Kitchen Appliances,Air Fryer,LIFELONG,SIL-1916,,"Lifelong LLHF21 HealthyFry Air Fryer 1200W with 2.5L Cooking Pan Capacity, Timer Selection and Fully Adjustable Temperature Control",SIL-1916.jpg,TBD
236,Kitchen Appliances,Air Fryer,LIFELONG,SIL-1917,,"Lifelong LLHF421 Fryo Air Fryer 1400W with 4.5L Large Cooking Pan Capacity, Timer Selection and Fully Adjustable Temperature Control with 1 Year Warranty",SIL-1917.jpg,TBD
237,Health care,Massager ,LIFELONG,SIL-1919,,"Lifelong LLM126 Electric Portable Face Cleanser and Massager Brush with 4 Brush Heads for Deep Cleansing, Scrubbing, Exfoliating, Removing Blackhead and Massaging",SIL-1919.jpg,TBD
238,Health care,Massager ,LIFELONG,SIL-1920,,"Lifelong LLM18 Air Pressure Massager for pain relief of Arms, Leg, Calf and Foot (Brown)",SIL-1920.jpg,TBD
239,Health care,Massager ,LIFELONG,SIL-1921,,"Lifelong LLM225 Rechargeable Head, Scalp and Full Body Pain Relief Massager",SIL-1921.jpg,TBD
240,Health care,Massager ,LIFELONG,SIL-1922,,"Lifelong LLM72 Foot Massager, Brown",SIL-1922.jpg,TBD
241,Health care,Massager ,LIFELONG,SIL-1923,,Lifelong LLM720 Rechargeable Face Cleaning Massager (Golden),SIL-1923.jpg,TBD
242,Health care,Massager ,LIFELONG,SIL-1924,,"Lifelong LLM81 Foot Massager with Heat, Brown",SIL-1924.jpg,TBD
243,Health care,Massager ,LIFELONG,SIL-1925,,"Lifelong LLM99 Foot, Calf and Leg Massager,(With Heat and Vibration), 80W, 4 Motors, Dark Brown",SIL-1925.jpg,TBD
244,Personal Care ,Trimmer,LIFELONG,SIL-1928,,"Lifelong LLPCM03 Nose Trimmer, with One Year Warranty",SIL-1928.jpg,TBD
245,Personal Care ,Trimmer,LIFELONG,SIL-1929,,"Lifelong LLPCM13 Cordless Beard Trimmer for men, Runtime: 45 minutes",SIL-1929.jpg,TBD
246,Personal Care ,Trimmer,LIFELONG,SIL-1930,,"Lifelong LLPCM17 Ace Pro Rechargeable Hair Clipper with Digital Display, 3 hours runtime, 6 combs (3 mm - 12 mm)",SIL-1930.jpg,TBD
247,Personal Care ,Trimmer,LIFELONG,SIL-1931,,"Lifelong LLPCM19 Beard Trimmer For Men With Quick/Fast Charge (1.5 Hrs), 90 Mins Run-time, Cord & Cordless Use, 20 Length Settings",SIL-1931.jpg,TBD
249,Health Care,Weighing Scale ,LIFELONG,SIL-1935,,Lifelong LLWS27 Digital Weighing Scale|Glass Weighing Scale Machine|Electronic Bathroom Scales & Weight Machine for Home & Human Balance with 1 Year warranty & Battery included (Blue),SIL-1935.jpg,TBD
250,Home Appliance,Mixer Grinder ,LIFELONG,SIL-1936,,"Lifelong Maxo Mixer Grinder,500W,2 Jar",SIL-1936.jpg,TBD
251,Home Appliance,Mixer Grinder ,LIFELONG,SIL-1937,,"Lifelong Maxo Mixer Grinder,500W,3 Jar",SIL-1937.jpg,TBD
252,Home Appliance,Mixer Grinder ,LIFELONG,SIL-1938,,"Lifelong Maxo Mixer Grinder,500W,3 Jar, Pure Copper",SIL-1938.jpg,TBD
253,Personal Care ,Toothbursh,LIFELONG,SIL-1939,,Lifelong Power Rechargeable Electric Toothbrush (White) | 6 operational Modes and 3 hours charge lasting 30 days,SIL-1939.jpg,TBD
254,Kitchen Appliances,Gas Stove,LIFELONG,SIL-1940,,Lifelong Single Burner Gas Stove,SIL-1940.jpg,TBD
255,Home Appliance,Dry Iron,LIFELONG,SIL-1941,,Lifelong Stellar Dry Iron 1000W,SIL-1941.jpg,TBD
256,Kitchen Appliances,Cookware set,LIFELONG,SIL-1942,,"Lifelong Trio Non-Stick 3-Piece Cookware Set, Red (Induction and Gas Compatible) with 1 Year Warranty ",SIL-1942.jpg,TBD
263,Home Appliance,Dry Iron,Bajaj,SIL-2494,,Bajaj DHX 9 Dry Iron,SIL-2494.jpg,TBD
265,Home Appliance,Mixer Grinder ,Bajaj,SIL-2541,,Bajaj Easy 500-Watt Mixer Grinder - 410153,SIL-2541.jpg,TBD
266,Kitchen Appliances,Tawa,Bajaj,SIL-2475,,Bajaj Induction Tawa 280Mm,SIL-2475.jpg,TBD
267,Kitchen Appliances,Kettle,Bajaj,SIL-2512,,Bajaj Majesty KTX15 1.7L SS Kettle,SIL-2512.jpg,TBD
268,Home Appliance,Dry Iron,Bajaj,SIL-2491,,Bajaj Majesty One Dry Iron,SIL-2491.jpg,TBD
269,Kitchen Appliances,Kettle,Bajaj,SIL-2502,,Bajaj Majesty Travel Kettle KTX2 - 670005,SIL-2502.jpg,TBD
272,Audio,Head Phone,Blaupunkt,SIL-2542,,Blaupunkt BH11 Bluetooth Headphones Black,SIL-2542.jpg,TBD
273,Audio,Airpods,Blaupunkt,SIL-2533,,Blaupunkt BTW25 True Wireless Earbud Black,SIL-2533.jpg,TBD
